Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test Results
GCN,0.05,50,0.005,32,"{'mse': 1487.9043, 'torch_mse': 1487.9044189453125, 'mae': 27.407532, 'r2': 0.5029890979657984, 'rmse': 38.573364, 'ev_score': 0.5038930426041285, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 62.367455 ,  45.45936  ,   1.9459438, ...,  16.671013 ,
        120.9999   ,   0.6335879],
       [ 76.87554  ,  43.896763 ,   2.623207 , ...,  21.555998 ,
        113.85089  ,  -8.593095 ],
       [ 66.80334  ,  35.405552 ,  -8.9723625, ...,   1.6755967,
        118.84898  ,  -1.8013898],
       ...,
       [ 51.816837 ,  56.902393 ,  20.925135 , ...,  38.34168  ,
         84.797195 ,  12.822357 ],
       [ 89.03582  , 114.89158  ,  45.532135 , ..., 101.946686 ,
        161.14536  ,  -1.6686374],
       [ 68.0931   ,  65.97025  ,  12.248482 , ...,  40.945255 ,
        154.33246  ,  -5.8639803]], dtype=float32)}"
GAT,0.05,50,0.005,32,"{'mse': 1907.7054, 'torch_mse': 1907.705322265625, 'mae': 31.962446, 'r2': 0.3155048430700799, 'rmse': 43.677288, 'ev_score': 0.32486554980278015, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 6.75631943e+01,  4.25835381e+01,  1.06217680e+01, ...,
         2.48249588e+01,  2.00829544e+02, -4.93116665e+00],
       [ 5.73895874e+01,  4.51907463e+01, -3.39562678e+00, ...,
         2.09346027e+01,  1.36814941e+02, -2.96269894e-01],
       [ 5.73895874e+01,  4.51907463e+01, -3.39562678e+00, ...,
         2.09346027e+01,  1.36814941e+02, -2.96269894e-01],
       ...,
       [ 1.16155754e+02,  1.15266777e+02,  7.54123459e+01, ...,
         9.96450348e+01,  1.07401749e+02,  3.58604774e+01],
       [ 8.19251556e+01,  7.30638733e+01,  3.60099640e+01, ...,
         4.93099136e+01,  1.15085541e+02,  1.35718594e+01],
       [ 3.04908485e+01,  2.31396828e+01,  4.50227833e+00, ...,
         7.69747162e+00,  6.06922150e+01, -8.83223116e-03]], dtype=float32)}"
GraphSAGE,0.05,50,0.005,32,"{'mse': 1228.7964, 'torch_mse': 1228.79638671875, 'mae': 24.741835, 'r2': 0.5040133605993391, 'rmse': 35.05419, 'ev_score': 0.5061642775932947, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[147.88759  , 107.790085 ,  52.51954  , ...,  82.707344 ,
        185.47754  ,  19.59871  ],
       [ 39.611584 ,  34.192986 ,  10.22617  , ...,  21.869953 ,
         67.43306  ,   3.0032268],
       [ 52.871326 ,  41.46407  ,  16.467075 , ...,  29.312681 ,
         77.17678  ,   5.770282 ],
       ...,
       [ 31.77343  ,  26.987867 ,   8.372751 , ...,  17.501902 ,
         53.33656  ,   2.571475 ],
       [ 81.48597  ,  65.996    ,  23.967003 , ...,  45.012672 ,
        126.39731  ,   8.214518 ],
       [ 80.237625 ,  65.11261  ,  23.50217  , ...,  44.312157 ,
        124.93074  ,   8.037364 ]], dtype=float32)}"
GIN,0.05,50,0.005,32,"{'mse': 2153.038, 'torch_mse': 2153.0380859375, 'mae': 32.093548, 'r2': 0.31941492954887174, 'rmse': 46.40084, 'ev_score': 0.475889394680659, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[135.79704  ,  75.64122  ,  -7.3621554, ...,  14.216519 ,
        218.3529   ,  -9.259532 ],
       [ 91.646255 ,  50.85924  ,  -5.772293 , ...,   9.164386 ,
        146.23277  ,  -6.533645 ],
       [ 96.65531  ,  53.367043 ,  -6.6073384, ...,   9.111914 ,
        153.56989  ,  -6.720672 ],
       ...,
       [ 27.188816 ,  20.167492 ,   7.0989795, ...,  12.826428 ,
         39.78303  ,   2.494846 ],
       [152.2317   , 106.24011  ,  35.646805 , ...,  60.408154 ,
        231.5836   ,  14.017852 ],
       [114.488396 ,  67.969284 ,   4.0186324, ...,  20.076822 ,
        187.00427  ,  -2.6956518]], dtype=float32)}"
GCN,0.05,50,0.005,64,"{'mse': 2178.8276, 'torch_mse': 2178.82763671875, 'mae': 36.123028, 'r2': 0.21325200900167016, 'rmse': 46.677914, 'ev_score': 0.2354937642812729, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 86.96335 ,  68.02209 ,  27.708303, ...,  51.35081 , 122.99991 ,
         20.748175],
       [ 78.9413  ,  61.724907,  25.124056, ...,  46.55201 , 111.63688 ,
         18.806892],
       [ 75.41593 ,  58.957573,  23.98839 , ...,  44.443127, 106.64331 ,
         17.95378 ],
       ...,
       [ 78.07851 ,  61.047634,  24.846115, ...,  46.03588 , 110.41477 ,
         18.5981  ],
       [117.233665,  91.7838  ,  37.459682, ...,  69.458595, 165.87703 ,
         28.073378],
       [101.10859 ,  79.12586 ,  32.2651  , ...,  59.81253 , 143.03625 ,
         24.171223]], dtype=float32)}"
GAT,0.05,50,0.005,64,"{'mse': 2092.7063, 'torch_mse': 2092.706298828125, 'mae': 34.58276, 'r2': 0.2934564672187565, 'rmse': 45.746105, 'ev_score': 0.31131206452846527, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 86.47464 ,  56.599483,  12.612365, ...,  27.735193, 136.8027  ,
         10.100919],
       [ 80.52375 ,  52.809   ,  12.254303, ...,  25.96255 , 126.81597 ,
          9.807727],
       [ 80.52375 ,  52.809   ,  12.254303, ...,  25.96255 , 126.81597 ,
          9.807727],
       ...,
       [100.62228 ,  57.140194,  33.087013, ...,  77.66383 , 117.55401 ,
         29.158293],
       [ 95.623314,  62.42683 ,  13.162838, ...,  30.460386, 152.15604 ,
         10.55166 ],
       [ 57.372887,  38.062805,  10.861324, ...,  19.066402,  87.964165,
          8.667118]], dtype=float32)}"
GraphSAGE,0.05,50,0.005,64,"{'mse': 1297.2803, 'torch_mse': 1297.2802734375, 'mae': 26.0888, 'r2': 0.4834279492715318, 'rmse': 36.017776, 'ev_score': 0.49038932224114734, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[142.00272  , 104.68069  ,  56.062496 , ...,  85.80127  ,
        184.03587  ,  23.452158 ],
       [ 49.69641  ,  36.63526  ,  19.929514 , ...,  30.472307 ,
         68.81377  ,   7.5985956],
       [ 56.97122  ,  41.425816 ,  21.47951  , ...,  33.62754  ,
         77.166046 ,   7.758944 ],
       ...,
       [ 30.674417 ,  22.611015 ,  12.267416 , ...,  18.817724 ,
         42.628834 ,   4.668441 ],
       [ 97.951355 ,  71.2411   ,  37.027653 , ...,  57.83133  ,
        132.42337  ,  13.404559 ],
       [ 75.43647  ,  55.5686   ,  30.191889 , ...,  46.143215 ,
        104.11917  ,  11.490023 ]], dtype=float32)}"
GIN,0.05,50,0.005,64,"{'mse': 1604.1483, 'torch_mse': 1604.1483154296875, 'mae': 28.80034, 'r2': 0.4476469060338299, 'rmse': 40.05182, 'ev_score': 0.4658399522304535, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 75.79306  ,  58.312263 ,  26.14908  , ...,  38.44728  ,
        114.070045 ,   3.6471434],
       [ 51.966927 ,  39.073647 ,  10.028195 , ...,  20.039425 ,
         79.80009  ,  -5.298359 ],
       [ 44.536057 ,  32.88618  ,   5.4258957, ...,  14.459546 ,
         69.604546 ,  -7.756588 ],
       ...,
       [ 32.41451  ,  27.586048 ,  12.302471 , ...,  18.651964 ,
         42.08561  ,   4.5798273],
       [163.83746  , 139.97227  , 126.54253  , ..., 140.77513  ,
        204.26047  ,  86.70145  ],
       [123.332596 , 100.620285 ,  72.44053  , ...,  87.20855  ,
        168.38495  ,  39.241604 ]], dtype=float32)}"
GCN,0.05,50,0.005,128,"{'mse': 2130.738, 'torch_mse': 2130.738037109375, 'mae': 34.24726, 'r2': 0.22870977180319726, 'rmse': 46.15992, 'ev_score': 0.23355108499526978, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 79.165115 ,  61.30174  ,  24.148588 , ...,  44.9427   ,
        106.329    ,  15.642072 ],
       [ 77.723465 ,  60.18091  ,  23.69674  , ...,  44.107002 ,
        104.40173  ,  15.360872 ],
       [ 75.388725 ,  58.365738 ,  22.964977 , ...,  42.753597 ,
        101.2805   ,  14.9054785],
       ...,
       [ 74.40576  ,  57.60152  ,  22.65689  , ...,  42.18379  ,
         99.966415 ,  14.713752 ],
       [102.38357  ,  79.35326  ,  31.42582  , ...,  58.402065 ,
        137.36887  ,  20.170895 ],
       [ 89.7155   ,  69.50429  ,  27.455334 , ...,  51.058594 ,
        120.43341  ,  17.699953 ]], dtype=float32)}"
GAT,0.05,50,0.005,128,"{'mse': 20204.877, 'torch_mse': 20204.873046875, 'mae': 106.70597, 'r2': -7.149907820821078, 'rmse': 142.14386, 'ev_score': -3.468942811091741, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 141.16423  ,  142.92213  ,   82.618744 , ...,   68.870636 ,
         160.66856  ,  -95.88387  ],
       [  67.6312   ,   74.579216 ,   60.471752 , ...,   50.61584  ,
          78.98551  ,  -46.49081  ],
       [  67.6312   ,   74.579216 ,   60.471752 , ...,   50.61584  ,
          78.98551  ,  -46.49081  ],
       ...,
       [  15.465503 ,   49.03454  ,  -17.844997 , ...,   -6.4197664,
          37.111332 ,   17.076077 ],
       [ 141.16423  ,  142.92213  ,   82.618744 , ...,   68.870636 ,
         160.66856  ,  -95.88387  ],
       [ 296.01224  ,  333.23386  ,  247.29633  , ...,  198.23712  ,
         358.42126  , -190.21178  ]], dtype=float32)}"
GraphSAGE,0.05,50,0.005,128,"{'mse': 1366.1509, 'torch_mse': 1366.150634765625, 'mae': 26.844894, 'r2': 0.4704229004517002, 'rmse': 36.96148, 'ev_score': 0.4725830654303233, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[127.427895 , 107.793526 ,  43.06902  , ...,  76.9112   ,
        171.1281   ,  28.9632   ],
       [ 37.6567   ,  28.727314 ,   4.188334 , ...,  17.803898 ,
         57.36313  ,  -4.8171964],
       [ 43.41683  ,  34.67607  ,   9.141231 , ...,  23.03609  ,
         62.44156  ,   1.2618765],
       ...,
       [ 21.333897 ,  14.303343 ,  -3.0748177, ...,   6.8750467,
         37.17865  , -11.149824 ],
       [136.07002  , 113.256584 ,  40.72403  , ...,  79.24585  ,
        185.971    ,  22.88414  ],
       [112.22565  ,  92.19731  ,  30.244797 , ...,  63.41341  ,
        156.22662  ,  13.595383 ]], dtype=float32)}"
GIN,0.05,50,0.005,128,"{'mse': 3718.8103, 'torch_mse': 3718.809814453125, 'mae': 44.493404, 'r2': -0.20316529490399385, 'rmse': 60.982048, 'ev_score': 0.09879149496555328, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 89.78742  ,  66.850174 ,  25.941957 , ...,  44.74787  ,
        115.92612  ,  12.897322 ],
       [168.27293  , 130.4859   ,  -7.0518227, ...,  58.800873 ,
        188.91356  , -10.241995 ],
       [181.24109  , 142.07706  , -12.63803  , ...,  63.132317 ,
        201.55994  , -15.277442 ],
       ...,
       [ 38.260162 ,  30.531555 ,   9.246846 , ...,  17.090836 ,
         51.893    ,   1.423026 ],
       [124.593025 ,  94.9872   ,  62.476345 , ...,  79.76268  ,
        175.6224   ,  31.044392 ],
       [117.21391  ,  88.35829  ,  51.052082 , ...,  70.02933  ,
        159.98492  ,  25.813877 ]], dtype=float32)}"
GCN,0.05,50,0.005,256,"{'mse': 1707.2144, 'torch_mse': 1707.2142333984375, 'mae': 29.860174, 'r2': 0.42712416688477645, 'rmse': 41.31845, 'ev_score': 0.42760410408178967, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 71.62581  ,  48.834187 ,   3.8003066, ...,  21.978416 ,
        117.00115  ,  -3.6758127],
       [ 75.05618  ,  49.648106 ,  -3.146383 , ...,  20.426998 ,
        106.93206  ,  -3.9419882],
       [ 67.40884  ,  40.579704 , -13.112908 , ...,   8.898907 ,
        104.64112  , -11.3597   ],
       ...,
       [ 60.129253 ,  53.41732  ,  37.913918 , ...,  44.667767 ,
         97.71183  ,  15.753754 ],
       [ 69.09142  ,  66.53523  ,  67.86488  , ...,  62.777374 ,
        175.42377  ,  12.889763 ],
       [ 48.760826 ,  38.280437 ,  29.52356  , ...,  22.56028  ,
        181.43098  , -17.622475 ]], dtype=float32)}"
GAT,0.05,50,0.005,256,"{'mse': 12804.961, 'torch_mse': 12804.9638671875, 'mae': 83.01283, 'r2': -4.007507025432316, 'rmse': 113.159004, 'ev_score': -2.9492998917897544, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[186.36023  , 201.10452  , 134.96657  , ..., 125.80159  ,
        189.0701   , -69.89788  ],
       [  9.304404 ,   9.865225 ,   9.888435 , ...,  10.727211 ,
         10.922755 ,   1.7379614],
       [  9.304404 ,   9.865225 ,   9.888435 , ...,  10.727211 ,
         10.922755 ,   1.7379614],
       ...,
       [  9.304404 ,   9.865225 ,   9.888435 , ...,  10.727211 ,
         10.922755 ,   1.7379614],
       [159.94604  , 220.41756  ,  50.196285 , ...,  70.25423  ,
        260.84418  , -43.05057  ],
       [159.94604  , 220.41756  ,  50.196285 , ...,  70.25423  ,
        260.84418  , -43.05057  ]], dtype=float32)}"
GraphSAGE,0.05,50,0.005,256,"{'mse': 2034.63, 'torch_mse': 2034.6298828125, 'mae': 31.776453, 'r2': 0.2694150934792967, 'rmse': 45.106873, 'ev_score': 0.2957170655330022, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[113.16936  ,  96.73019  ,  33.360928 , ...,  71.48718  ,
        147.4598   ,  35.72486  ],
       [ 36.31068  ,  31.127226 ,  11.056819 , ...,  21.92565  ,
         48.082058 ,  10.606955 ],
       [ 34.71407  ,  29.715021 ,  10.42632  , ...,  21.228874 ,
         45.770317 ,  10.357636 ],
       ...,
       [ 14.959394 ,  12.983661 ,   5.1344213, ...,   7.6126995,
         20.879896 ,   3.1831708],
       [233.84259  , 199.94302  ,  69.0964   , ..., 147.8757   ,
        304.54968  ,  73.9938   ],
       [192.00847  , 164.24486  ,  56.988384 , ..., 120.8355   ,
        250.50589  ,  60.26982  ]], dtype=float32)}"
GIN,0.05,50,0.005,256,"{'mse': 26884.588, 'torch_mse': 26884.591796875, 'mae': 90.067894, 'r2': -7.326224032909248, 'rmse': 163.96521, 'ev_score': -5.073769370714824, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 63.761173 ,  23.243336 , -19.77214  , ...,  -5.9149466,
        124.222565 ,  -8.556382 ],
       [188.71501  , 134.2378   , -50.876545 , ...,  14.062668 ,
        198.34406  , -15.1459255],
       [192.80891  , 125.22215  , -59.043312 , ...,  -2.521718 ,
        212.24364  , -15.86087  ],
       ...,
       [ 28.786451 ,  22.741186 ,  -2.7359152, ...,   3.7314253,
         49.524147 ,  -4.501479 ],
       [139.351    , 118.744225 ,  48.95107  , ...,  87.92504  ,
        142.97864  ,  24.32736  ],
       [ 98.81779  ,  58.22834  , -18.101797 , ...,  14.245724 ,
        147.15903  ,  -9.476877 ]], dtype=float32)}"
GCN,0.05,50,0.005,512,"{'mse': 2466.4426, 'torch_mse': 2466.442626953125, 'mae': 36.54784, 'r2': 0.145811008673798, 'rmse': 49.663292, 'ev_score': 0.19184504449367523, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 73.823845,  63.579445,  35.46189 , ...,  48.06061 , 103.88966 ,
         17.926674],
       [ 51.592087,  44.676315,  25.140827, ...,  33.930706,  72.18889 ,
         12.781883],
       [ 47.579918,  41.083633,  22.934645, ...,  31.065691,  66.88648 ,
         11.515598],
       ...,
       [ 64.682144,  56.353184,  32.214764, ...,  43.17522 ,  89.502815,
         16.978046],
       [126.051865, 108.004814,  59.69835 , ...,  81.26227 , 178.36537 ,
         29.711773],
       [103.259834,  88.05753 ,  48.021725, ...,  65.77968 , 147.11995 ,
         23.419409]], dtype=float32)}"
GAT,0.05,50,0.005,512,"{'mse': 15446.77, 'torch_mse': 15446.771484375, 'mae': 62.64358, 'r2': -5.2856889767832955, 'rmse': 124.285034, 'ev_score': -4.206429292758306, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 39.545254,  40.717445,  21.72787 , ...,  36.529972,  38.175823,
        -15.821944],
       [ 39.545254,  40.717445,  21.72787 , ...,  36.529972,  38.175823,
        -15.821944],
       [ 39.545254,  40.717445,  21.72787 , ...,  36.529972,  38.175823,
        -15.821944],
       ...,
       [ 39.545254,  40.717445,  21.72787 , ...,  36.529972,  38.175823,
        -15.821944],
       [ 39.545254,  40.717445,  21.72787 , ...,  36.529972,  38.175823,
        -15.821944],
       [ 39.545254,  40.717445,  21.72787 , ...,  36.529972,  38.175823,
        -15.821944]], dtype=float32)}"
GraphSAGE,0.05,50,0.005,512,"{'mse': 3222.22, 'torch_mse': 3222.219970703125, 'mae': 42.644062, 'r2': -0.5535288175010405, 'rmse': 56.764603, 'ev_score': 0.13647470871607462, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[117.23871  , 124.91876  ,  48.38684  , ..., 115.011475 ,
        156.1109   , 124.31647  ],
       [ 52.43393  ,  50.76956  ,  12.275391 , ...,  50.138184 ,
         73.2522   ,  52.765625 ],
       [ 46.266388 ,  45.09665  ,  12.495758 , ...,  44.17691  ,
         63.723175 ,  46.832397 ],
       ...,
       [ 49.933044 ,  43.16925  ,   6.1808167, ...,  46.728912 ,
         71.46039  ,  46.733887 ],
       [224.29321  , 241.54675  ,  96.38904  , ..., 221.05408  ,
        297.28198  , 238.5404   ],
       [192.2633   , 200.32874  ,  62.625122 , ..., 185.84766  ,
        261.9464   , 202.31763  ]], dtype=float32)}"
